title,company,location,skills
Data Entry Operator,Rozgar Facilitation Center,Mansa,"Counselling, Data Analysis, Email Support, Hindi, Problem Solving, Punjabi, Tally"
Junior Clerk,Govt of Punjab,Bathinda,"Accounting, Communication, Data Analysis, Data Entry, MS Office, Reporting"
MIS Executive,Punjab Employment Office,Moga,"Computer Basics, Email Support, Excel, Field Work, Networking, Tally, Teamwork"
Career Counsellor,Punjab Employment Office,Ludhiana,"Accounting, Email Support, Field Work, MS Office"
MIS Executive,Youth Empowerment Mission,Pathankot,"Communication, Email Support, MS Office, Punjabi"
Block Coordinator,Career Guidance Bureau,Mohali,"Computer Basics, Counselling, Data Entry, SQL, Tally, Teamwork"
Data Entry Operator,Youth Empowerment Mission,Patiala,"Counselling, Documentation, Field Work, Networking, PowerPoint, Reporting, SQL"
Computer Operator,Punjab Employment Office,Ferozepur,"Communication, Data Analysis, English"
District Coordinator,Employment Exchange Punjab,Gurdaspur,"Accounting, Communication, Computer Basics, Data Entry, MS Office, SQL, Teamwork"
Helpdesk Executive,Rozgar Facilitation Center,Barnala,"Computer Basics, Counselling, Data Entry, Hindi, MS Office, Problem Solving, Time Management"
District Coordinator,Rozgar Facilitation Center,Moga,"Data Entry, English, Excel"
Computer Operator,Employment Exchange Punjab,Barnala,"Accounting, Computer Basics, Customer Support, PowerPoint, Reporting"
District Coordinator,District Skill Center,Ludhiana,"Customer Support, Networking, PowerPoint"
Computer Operator,Govt of Punjab,Jalandhar,"Data Entry, Documentation, MS Office, Phone Handling, Problem Solving"
District Coordinator,District Skill Center,Jalandhar,"Customer Support, Data Entry, PowerPoint, Punjabi, Word"
Social Media Assistant,Punjab Employment Office,Faridkot,"Computer Basics, Data Entry, Email Support, SQL"
District Coordinator,Employment Exchange Punjab,Hoshiarpur,"Communication, Documentation, English, Field Work, Phone Handling, Teamwork, Time Management"
Block Coordinator,Career Guidance Bureau,Mansa,"Communication, Documentation, Phone Handling, PowerPoint, SQL, Tally, Teamwork"
Block Coordinator,Employment Exchange Punjab,Faridkot,"Accounting, Counselling, Tally"
District Coordinator,Employment Exchange Punjab,Tarn Taran,"Documentation, Reporting, Teamwork"
Community Facilitator,Youth Empowerment Mission,Moga,"Email Support, English, PowerPoint"
Lab Technician,Rozgar Facilitation Center,Bathinda,"Communication, Excel, Phone Handling, PowerPoint, Teamwork"
Social Media Assistant,Rozgar Facilitation Center,Mohali,"Customer Support, Data Analysis, Excel, Hardware Support, Teamwork"
Career Counsellor,Rozgar Facilitation Center,Pathankot,"Documentation, Hardware Support, Hindi, MS Office, Problem Solving, SQL, Tally"
Block Coordinator,Career Guidance Bureau,Gurdaspur,"Counselling, Data Analysis, Data Entry, Reporting, Tally, Word"
MIS Executive,Employment Exchange Punjab,Ludhiana,"Communication, English, Phone Handling, Punjabi, Reporting"
District Coordinator,Employment Exchange Punjab,Barnala,"English, Hardware Support, Teamwork"
District Coordinator,Employment Exchange Punjab,Pathankot,"English, Excel, Field Work, Phone Handling"
Community Facilitator,Employment Exchange Punjab,Tarn Taran,"Accounting, Computer Basics, Hardware Support, Reporting"
Lab Technician,District Skill Center,Faridkot,"Data Entry, Excel, Hindi, Punjabi, Tally"
Career Counsellor,Punjab IT Cell,Barnala,"PowerPoint, Reporting, Time Management"
Block Coordinator,Punjab IT Cell,Sangrur,"Computer Basics, Email Support, English, Excel, PowerPoint, Teamwork"
Computer Operator,Punjab Employment Office,Hoshiarpur,"Customer Support, Excel, Teamwork"
Helpdesk Executive,Govt of Punjab,Ferozepur,"Phone Handling, PowerPoint, Problem Solving"
Block Coordinator,Youth Empowerment Mission,Bathinda,"Accounting, Excel, Hindi, PowerPoint, Reporting"
Block Coordinator,Career Guidance Bureau,Patiala,"Excel, Problem Solving, SQL"
MIS Executive,Punjab Employment Office,Bathinda,"Computer Basics, Email Support, MS Office, Networking, Phone Handling, Problem Solving, SQL"
Helpdesk Executive,Punjab IT Cell,Bathinda,"Communication, Field Work, MS Office, Reporting, Teamwork, Time Management, Word"
Apprentice - IT Support,Rozgar Facilitation Center,Sangrur,"Accounting, Email Support, Hindi, Problem Solving, Punjabi, Teamwork, Time Management"
Social Media Assistant,Rozgar Facilitation Center,Mohali,"Accounting, Data Entry, Documentation, English, MS Office, Punjabi, Tally"
Career Counsellor,District Skill Center,Patiala,"Email Support, PowerPoint, Word"
District Coordinator,Career Guidance Bureau,Tarn Taran,"Counselling, Customer Support, Networking, PowerPoint, Punjabi, Word"
Block Coordinator,Punjab Employment Office,Mohali,"Counselling, Email Support, Excel, PowerPoint, Reporting"
Career Counsellor,Employment Exchange Punjab,Gurdaspur,"Accounting, Computer Basics, MS Office, Phone Handling"
Career Counsellor,Punjab IT Cell,Mohali,"Documentation, PowerPoint, Reporting"
MIS Executive,Punjab IT Cell,Faridkot,"English, Hindi, Tally"
MIS Executive,Career Guidance Bureau,Hoshiarpur,"Data Entry, MS Office, Problem Solving, Tally"
Junior Clerk,Youth Empowerment Mission,Jalandhar,"Accounting, Excel, Hindi, Networking, SQL, Teamwork, Word"
Computer Operator,District Skill Center,Patiala,"Accounting, Email Support, Excel, Punjabi, Reporting, Time Management"
MIS Executive,Youth Empowerment Mission,Moga,"Accounting, Communication, Field Work, Phone Handling, Problem Solving, SQL, Teamwork"
Junior Clerk,Govt of Punjab,Mohali,"English, Excel, Problem Solving, Punjabi"
District Coordinator,Career Guidance Bureau,Patiala,"Data Analysis, Phone Handling, Punjabi, Tally, Time Management, Word"
Computer Operator,Youth Empowerment Mission,Jalandhar,"Counselling, MS Office, Word"
Lab Technician,Punjab IT Cell,Mohali,"Accounting, Customer Support, English, PowerPoint, Time Management"
Block Coordinator,Youth Empowerment Mission,Amritsar,"Email Support, Phone Handling, Teamwork"
Social Media Assistant,Punjab IT Cell,Tarn Taran,"Accounting, Counselling, Customer Support, Data Analysis, Excel, Hardware Support"
Career Counsellor,Punjab IT Cell,Barnala,"Field Work, PowerPoint, SQL, Teamwork"
Social Media Assistant,District Skill Center,Bathinda,"Computer Basics, Data Analysis, Data Entry, Reporting, Tally"
Data Entry Operator,Punjab Employment Office,Pathankot,"Communication, Computer Basics, Email Support, English, Field Work, Hardware Support"
Data Entry Operator,Youth Empowerment Mission,Ludhiana,"Communication, Customer Support, Data Entry, Hardware Support, MS Office, Phone Handling, Teamwork"
Junior Clerk,Govt of Punjab,Fazilka,"Data Analysis, Excel, Hindi, Reporting"
Helpdesk Executive,Punjab Employment Office,Bathinda,"Hindi, MS Office, Punjabi, Word"
MIS Executive,Youth Empowerment Mission,Faridkot,"Accounting, Email Support, Excel, Tally, Word"
Community Facilitator,Govt of Punjab,Amritsar,"Computer Basics, PowerPoint, SQL"
Block Coordinator,District Skill Center,Patiala,"Computer Basics, Field Work, Hindi, Networking, SQL, Tally"
Junior Clerk,Career Guidance Bureau,Fazilka,"Computer Basics, Hindi, Phone Handling, PowerPoint, Word"
Social Media Assistant,Punjab Employment Office,Ludhiana,"Customer Support, Data Analysis, Email Support, Networking, PowerPoint, Problem Solving, Word"
Career Counsellor,Punjab Employment Office,Ludhiana,"Counselling, Documentation, Excel, Field Work, Problem Solving, SQL, Tally"
Helpdesk Executive,Career Guidance Bureau,Fazilka,"Hardware Support, Hindi, Networking"
Computer Operator,Employment Exchange Punjab,Mohali,"Communication, Counselling, Hindi, PowerPoint, Time Management, Word"
Junior Clerk,Punjab Employment Office,Ludhiana,"Hardware Support, Hindi, MS Office, Networking"
Data Entry Operator,Punjab IT Cell,Bathinda,"Data Analysis, Documentation, Tally, Time Management, Word"
Helpdesk Executive,Employment Exchange Punjab,Bathinda,"Documentation, Hardware Support, Hindi"
MIS Executive,Youth Empowerment Mission,Gurdaspur,"Data Entry, English, Networking, Time Management"
Junior Clerk,Punjab Employment Office,Faridkot,"Accounting, Communication, Data Entry, English, Phone Handling, SQL"
Social Media Assistant,Rozgar Facilitation Center,Ludhiana,"Data Analysis, Hindi, PowerPoint, Reporting, Teamwork"
Data Entry Operator,Employment Exchange Punjab,Sangrur,"Documentation, English, Excel, Field Work, Phone Handling, Teamwork"
Career Counsellor,Rozgar Facilitation Center,Tarn Taran,"Data Analysis, Email Support, Field Work, Hindi, Networking, Problem Solving"
MIS Executive,Employment Exchange Punjab,Gurdaspur,"Computer Basics, Data Analysis, Excel, Hindi, PowerPoint"
Apprentice - IT Support,Punjab IT Cell,Moga,"Communication, Hardware Support, Reporting"
Community Facilitator,Youth Empowerment Mission,Mansa,"Computer Basics, Data Analysis, Data Entry, Documentation, Excel"
District Coordinator,Govt of Punjab,Sangrur,"Communication, Computer Basics, Documentation, MS Office, Phone Handling, SQL"
Computer Operator,Govt of Punjab,Fazilka,"Email Support, Phone Handling, Problem Solving, Tally, Time Management"
Lab Technician,District Skill Center,Sangrur,"PowerPoint, SQL, Tally, Time Management, Word"
Social Media Assistant,Punjab IT Cell,Ferozepur,"Communication, Data Entry, Hardware Support"
Junior Clerk,Career Guidance Bureau,Sangrur,"Data Entry, Phone Handling, SQL, Tally, Teamwork"
Junior Clerk,Employment Exchange Punjab,Ludhiana,"Communication, English, Hindi, Networking, Phone Handling, PowerPoint"
MIS Executive,Rozgar Facilitation Center,Barnala,"English, Excel, Networking, Problem Solving, Punjabi, SQL"
Data Entry Operator,Punjab IT Cell,Tarn Taran,"Email Support, Phone Handling, Reporting"
Block Coordinator,Youth Empowerment Mission,Bathinda,"Counselling, Field Work, Word"
Apprentice - IT Support,Punjab IT Cell,Moga,"Customer Support, Hindi, MS Office, Word"
Apprentice - IT Support,Rozgar Facilitation Center,Mansa,"Computer Basics, Counselling, Networking, Problem Solving, SQL, Time Management"
Computer Operator,Govt of Punjab,Patiala,"Counselling, Data Entry, Field Work, Hardware Support, MS Office, Phone Handling, SQL"
Helpdesk Executive,Punjab IT Cell,Bathinda,"Data Analysis, Networking, Punjabi, SQL, Teamwork, Time Management"
Data Entry Operator,Govt of Punjab,Bathinda,"Documentation, Email Support, Hindi, Phone Handling, Time Management"
MIS Executive,Rozgar Facilitation Center,Patiala,"Data Analysis, Email Support, Excel, Hardware Support"
Lab Technician,Govt of Punjab,Barnala,"Communication, Excel, SQL, Tally"
Career Counsellor,Career Guidance Bureau,Hoshiarpur,"Documentation, English, Excel, SQL"
MIS Executive,Career Guidance Bureau,Barnala,"Computer Basics, Counselling, English, Excel, Field Work, MS Office, PowerPoint"
Computer Operator,Youth Empowerment Mission,Faridkot,"Computer Basics, MS Office, PowerPoint, Reporting"
Data Entry Operator,Punjab IT Cell,Hoshiarpur,"Customer Support, English, Networking, Problem Solving, Reporting, SQL, Time Management"
Social Media Assistant,District Skill Center,Gurdaspur,"Communication, Data Analysis, PowerPoint, Tally"
Computer Operator,Youth Empowerment Mission,Ludhiana,"Communication, Counselling, Data Analysis, English, Hindi, Punjabi, Reporting"
District Coordinator,Govt of Punjab,Jalandhar,"Networking, Problem Solving, Punjabi, SQL"
Block Coordinator,Punjab Employment Office,Amritsar,"Communication, Hindi, Punjabi, Tally, Word"
Data Entry Operator,Career Guidance Bureau,Faridkot,"Accounting, Customer Support, Hardware Support, Hindi, Phone Handling, PowerPoint, Reporting"
Lab Technician,Rozgar Facilitation Center,Patiala,"Accounting, Communication, Data Analysis, Data Entry, Email Support, Reporting, Word"
Career Counsellor,Govt of Punjab,Tarn Taran,"Computer Basics, Problem Solving, Reporting, Time Management"
District Coordinator,Youth Empowerment Mission,Tarn Taran,"Data Entry, Phone Handling, Problem Solving, Reporting, Tally"
Community Facilitator,District Skill Center,Amritsar,"Counselling, Data Entry, PowerPoint, Time Management"
MIS Executive,Punjab Employment Office,Sangrur,"Counselling, Customer Support, Data Analysis, Field Work"
District Coordinator,Govt of Punjab,Barnala,"Accounting, Counselling, Data Analysis, Hardware Support, Phone Handling, SQL, Teamwork"
Apprentice - IT Support,Punjab IT Cell,Tarn Taran,"Communication, Hardware Support, MS Office, PowerPoint"
Apprentice - IT Support,Punjab Employment Office,Amritsar,"Customer Support, English, Phone Handling, Punjabi"
Lab Technician,Career Guidance Bureau,Fazilka,"Counselling, Data Analysis, Problem Solving, Tally, Teamwork, Word"
Helpdesk Executive,Career Guidance Bureau,Fazilka,"Counselling, Customer Support, Hindi"
Data Entry Operator,Govt of Punjab,Faridkot,"Communication, Computer Basics, Documentation, Networking, Time Management, Word"
Computer Operator,Youth Empowerment Mission,Amritsar,"Customer Support, Hindi, Word"
Career Counsellor,Govt of Punjab,Pathankot,"Excel, MS Office, Networking, Teamwork"
Community Facilitator,Youth Empowerment Mission,Tarn Taran,"Communication, Counselling, Data Analysis, Hardware Support, Time Management"
District Coordinator,Punjab IT Cell,Hoshiarpur,"Excel, Problem Solving, SQL"
Computer Operator,Punjab Employment Office,Moga,"Networking, Phone Handling, Reporting"
Block Coordinator,District Skill Center,Amritsar,"Data Analysis, Email Support, Hindi"
Apprentice - IT Support,Punjab IT Cell,Faridkot,"Accounting, Hardware Support, Hindi, MS Office, Problem Solving, Teamwork"
MIS Executive,Employment Exchange Punjab,Patiala,"Data Entry, Documentation, Field Work, Networking, Reporting, Tally"
Junior Clerk,Career Guidance Bureau,Moga,"Customer Support, Excel, Networking, PowerPoint, Word"
District Coordinator,Career Guidance Bureau,Ludhiana,"Computer Basics, Counselling, Email Support, Field Work, Time Management, Word"
Apprentice - IT Support,Punjab IT Cell,Amritsar,"Documentation, MS Office, Phone Handling, PowerPoint, Teamwork"
Community Facilitator,Punjab IT Cell,Faridkot,"Communication, Computer Basics, Customer Support, Hardware Support, Hindi, MS Office, Punjabi"
Block Coordinator,Employment Exchange Punjab,Barnala,"Communication, Data Entry, PowerPoint, Problem Solving, SQL"
Career Counsellor,Employment Exchange Punjab,Jalandhar,"Data Analysis, Data Entry, Email Support, MS Office, Problem Solving, SQL, Tally"
Computer Operator,Punjab Employment Office,Moga,"MS Office, Phone Handling, Punjabi, SQL"
Computer Operator,Career Guidance Bureau,Hoshiarpur,"Communication, Data Entry, Excel, Punjabi, Reporting, SQL"
Computer Operator,Youth Empowerment Mission,Ferozepur,"Accounting, Counselling, Time Management"
Social Media Assistant,Career Guidance Bureau,Jalandhar,"Computer Basics, Data Analysis, English, Phone Handling, SQL, Tally, Teamwork"
Helpdesk Executive,Employment Exchange Punjab,Barnala,"Customer Support, Data Analysis, Punjabi, SQL, Teamwork, Word"
Computer Operator,Employment Exchange Punjab,Jalandhar,"Accounting, Computer Basics, Data Entry, Excel"
Social Media Assistant,Youth Empowerment Mission,Ludhiana,"Accounting, Hardware Support, Phone Handling"
Junior Clerk,Youth Empowerment Mission,Sangrur,"Accounting, Email Support, Reporting, Time Management, Word"
District Coordinator,Career Guidance Bureau,Patiala,"MS Office, Networking, Phone Handling, Problem Solving, SQL, Tally"
Junior Clerk,Rozgar Facilitation Center,Bathinda,"Communication, Computer Basics, Data Entry, Hindi, Reporting, Word"
Junior Clerk,Punjab Employment Office,Sangrur,"Data Analysis, Data Entry, Documentation, Reporting, Tally"
Helpdesk Executive,Rozgar Facilitation Center,Tarn Taran,"Communication, Counselling, Documentation, Hardware Support, Phone Handling, Reporting, Word"
Data Entry Operator,Rozgar Facilitation Center,Barnala,"Communication, Documentation, English, Networking"
MIS Executive,Career Guidance Bureau,Tarn Taran,"Accounting, Data Analysis, Phone Handling, Time Management"
Data Entry Operator,Govt of Punjab,Pathankot,"Documentation, MS Office, Networking, Reporting, Teamwork, Time Management, Word"
Data Entry Operator,Rozgar Facilitation Center,Mohali,"Phone Handling, Punjabi, SQL, Word"
Data Entry Operator,Rozgar Facilitation Center,Bathinda,"Customer Support, Documentation, Hardware Support, Phone Handling, Reporting, Tally, Time Management"
MIS Executive,Govt of Punjab,Faridkot,"Counselling, Data Analysis, Word"
Career Counsellor,Govt of Punjab,Moga,"Communication, Documentation, MS Office, Phone Handling, PowerPoint, Punjabi, Time Management"
MIS Executive,Rozgar Facilitation Center,Bathinda,"Computer Basics, Counselling, Data Analysis, Email Support, Hardware Support, Networking, Tally"
District Coordinator,Employment Exchange Punjab,Mohali,"Data Entry, Hardware Support, Phone Handling, Tally, Teamwork"
Social Media Assistant,Govt of Punjab,Ferozepur,"Computer Basics, PowerPoint, Reporting, Time Management"
Computer Operator,Youth Empowerment Mission,Faridkot,"Email Support, Reporting, Word"
Computer Operator,Career Guidance Bureau,Barnala,"Email Support, Excel, Hindi, SQL, Time Management"
Career Counsellor,Govt of Punjab,Hoshiarpur,"Excel, Punjabi, Time Management"
Lab Technician,Career Guidance Bureau,Bathinda,"Accounting, English, Field Work, SQL"
Community Facilitator,Youth Empowerment Mission,Pathankot,"Customer Support, Data Entry, Email Support, Problem Solving, Punjabi"
Junior Clerk,District Skill Center,Gurdaspur,"Data Analysis, Email Support, Hindi"
District Coordinator,Rozgar Facilitation Center,Moga,"Computer Basics, Field Work, Teamwork"
Block Coordinator,Youth Empowerment Mission,Jalandhar,"MS Office, Problem Solving, SQL"
Social Media Assistant,Govt of Punjab,Ludhiana,"Excel, Field Work, Hardware Support, MS Office, Networking, Phone Handling"
Social Media Assistant,Rozgar Facilitation Center,Moga,"Data Analysis, Email Support, Networking, Tally"
Block Coordinator,Govt of Punjab,Fazilka,"Data Analysis, Data Entry, Excel"
Community Facilitator,Youth Empowerment Mission,Barnala,"Customer Support, Documentation, English, Problem Solving, Reporting, SQL"
Career Counsellor,Punjab Employment Office,Mohali,"Counselling, Customer Support, Hardware Support, Hindi, Teamwork, Time Management"
MIS Executive,Govt of Punjab,Ludhiana,"Counselling, Email Support, MS Office, Problem Solving, Reporting, Teamwork, Word"
Apprentice - IT Support,District Skill Center,Tarn Taran,"Data Entry, Email Support, Phone Handling, Punjabi, Tally"
Social Media Assistant,Rozgar Facilitation Center,Bathinda,"Data Analysis, Data Entry, Field Work, Punjabi, Tally, Time Management"
Helpdesk Executive,District Skill Center,Ludhiana,"Hardware Support, Networking, Word"
Social Media Assistant,District Skill Center,Hoshiarpur,"Data Analysis, Data Entry, Documentation, Email Support, Reporting, Tally, Teamwork"
Career Counsellor,Youth Empowerment Mission,Amritsar,"Computer Basics, Email Support, English, Excel, Tally"
MIS Executive,Career Guidance Bureau,Mohali,"Communication, Hindi, SQL, Tally, Teamwork, Time Management, Word"
Helpdesk Executive,Punjab Employment Office,Pathankot,"Accounting, Data Analysis, Teamwork"
Lab Technician,Career Guidance Bureau,Tarn Taran,"Email Support, Networking, Phone Handling, PowerPoint, Time Management"
Social Media Assistant,Career Guidance Bureau,Amritsar,"Accounting, Computer Basics, Counselling, Documentation, Email Support, Problem Solving, Time Management"
Block Coordinator,Youth Empowerment Mission,Hoshiarpur,"Computer Basics, Counselling, MS Office, Networking, PowerPoint, SQL, Teamwork"
Block Coordinator,Punjab IT Cell,Ludhiana,"Counselling, Data Entry, SQL, Time Management"
Career Counsellor,Punjab IT Cell,Sangrur,"Counselling, Excel, Hardware Support, Phone Handling, SQL, Word"
District Coordinator,Youth Empowerment Mission,Ludhiana,"Computer Basics, Field Work, MS Office"
Community Facilitator,Youth Empowerment Mission,Sangrur,"Data Analysis, Hardware Support, MS Office, PowerPoint, Tally"
Helpdesk Executive,Govt of Punjab,Gurdaspur,"Data Analysis, Email Support, Field Work"
MIS Executive,Rozgar Facilitation Center,Ludhiana,"Documentation, Problem Solving, Punjabi, Tally, Teamwork, Word"
Social Media Assistant,District Skill Center,Pathankot,"Computer Basics, Documentation, Excel, PowerPoint"
Data Entry Operator,Govt of Punjab,Faridkot,"Data Entry, Networking, SQL, Teamwork"
Lab Technician,Punjab Employment Office,Faridkot,"Customer Support, Data Entry, Email Support, Hardware Support"
Social Media Assistant,Punjab IT Cell,Gurdaspur,"Data Entry, Excel, Phone Handling, PowerPoint, Teamwork"
Lab Technician,Govt of Punjab,Moga,"Computer Basics, Data Entry, English, Hindi, SQL, Word"
Apprentice - IT Support,Career Guidance Bureau,Patiala,"Communication, Excel, Hardware Support, Hindi, MS Office, Reporting, SQL"
Computer Operator,Govt of Punjab,Jalandhar,"Data Entry, Email Support, Field Work, Hardware Support, MS Office, PowerPoint, Tally"
Junior Clerk,Career Guidance Bureau,Gurdaspur,"Customer Support, Data Entry, English, Phone Handling, PowerPoint, Time Management"
MIS Executive,Youth Empowerment Mission,Bathinda,"Data Analysis, Documentation, PowerPoint, Tally, Time Management"
Computer Operator,Youth Empowerment Mission,Barnala,"Accounting, Email Support, PowerPoint, Punjabi, Word"
Community Facilitator,Govt of Punjab,Mansa,"Counselling, Customer Support, Field Work, Networking"
Data Entry Operator,Career Guidance Bureau,Gurdaspur,"Computer Basics, Customer Support, Documentation, Reporting"
Junior Clerk,Employment Exchange Punjab,Hoshiarpur,"Accounting, Excel, Problem Solving, Reporting, Teamwork"
Social Media Assistant,Career Guidance Bureau,Moga,"English, Excel, Field Work, Networking, Punjabi, SQL, Time Management"
Apprentice - IT Support,Rozgar Facilitation Center,Ferozepur,"Communication, Computer Basics, PowerPoint, Punjabi, SQL, Word"
Apprentice - IT Support,Punjab IT Cell,Tarn Taran,"Computer Basics, English, MS Office, Phone Handling, Time Management"
Lab Technician,Career Guidance Bureau,Tarn Taran,"Communication, Customer Support, English, PowerPoint, SQL, Teamwork, Time Management"
Block Coordinator,Employment Exchange Punjab,Mansa,"Communication, Customer Support, English, Excel, Hardware Support, Punjabi, Time Management"
Apprentice - IT Support,Rozgar Facilitation Center,Fazilka,"Data Analysis, Data Entry, Excel, Hindi, Problem Solving, SQL"
District Coordinator,Employment Exchange Punjab,Sangrur,"Communication, English, Phone Handling, Punjabi, Teamwork, Word"
District Coordinator,Employment Exchange Punjab,Mohali,"Problem Solving, Punjabi, SQL, Tally, Word"
Helpdesk Executive,Rozgar Facilitation Center,Barnala,"Computer Basics, Counselling, Documentation, English, MS Office, Tally"
MIS Executive,Employment Exchange Punjab,Ferozepur,"Email Support, Field Work, MS Office, Teamwork, Time Management"
Community Facilitator,Youth Empowerment Mission,Ferozepur,"Computer Basics, Data Entry, Field Work, Networking, Punjabi, SQL, Tally"
Social Media Assistant,Youth Empowerment Mission,Bathinda,"Communication, Data Entry, Problem Solving, SQL, Tally"
Apprentice - IT Support,District Skill Center,Jalandhar,"Customer Support, English, Time Management"
Block Coordinator,Punjab IT Cell,Patiala,"Customer Support, Hardware Support, PowerPoint"
Junior Clerk,Rozgar Facilitation Center,Moga,"English, Hardware Support, Phone Handling"
Computer Operator,Career Guidance Bureau,Ferozepur,"Computer Basics, Data Entry, Documentation, English, MS Office, Problem Solving, Time Management"
Social Media Assistant,Rozgar Facilitation Center,Ferozepur,"Accounting, Networking, Phone Handling, Reporting, Word"
Apprentice - IT Support,Punjab Employment Office,Sangrur,"Computer Basics, MS Office, Phone Handling, Problem Solving, SQL"
Block Coordinator,District Skill Center,Ludhiana,"Communication, Counselling, English, Field Work, Hardware Support, Phone Handling, Tally"
Data Entry Operator,Rozgar Facilitation Center,Patiala,"Data Analysis, Documentation, Networking, Phone Handling, Punjabi, Reporting, SQL"
Community Facilitator,District Skill Center,Barnala,"Customer Support, Data Analysis, Documentation, Problem Solving, Punjabi, Time Management"
Block Coordinator,District Skill Center,Ludhiana,"Data Entry, Excel, Punjabi, Teamwork"
Apprentice - IT Support,Employment Exchange Punjab,Pathankot,"Counselling, Documentation, SQL"
Social Media Assistant,Punjab IT Cell,Mohali,"Documentation, Hindi, MS Office, Networking, Tally"
District Coordinator,Youth Empowerment Mission,Fazilka,"Networking, Punjabi, Teamwork"
Career Counsellor,Youth Empowerment Mission,Hoshiarpur,"Customer Support, Data Analysis, English, PowerPoint, Problem Solving, Tally, Teamwork"
District Coordinator,Employment Exchange Punjab,Sangrur,"Computer Basics, Data Analysis, Data Entry, Email Support, Excel, Teamwork"
Junior Clerk,Punjab Employment Office,Bathinda,"Communication, Customer Support, Data Entry, Field Work, Hardware Support, Hindi, Problem Solving"
Helpdesk Executive,Govt of Punjab,Ferozepur,"Data Entry, English, Excel, Hardware Support, Phone Handling, SQL, Teamwork"
Social Media Assistant,Career Guidance Bureau,Bathinda,"Customer Support, Documentation, Excel, MS Office, Networking, Phone Handling, PowerPoint"
Data Entry Operator,Career Guidance Bureau,Pathankot,"Documentation, English, Teamwork, Time Management"
Community Facilitator,Govt of Punjab,Sangrur,"Accounting, Data Analysis, Tally, Time Management"
Lab Technician,Punjab Employment Office,Pathankot,"Problem Solving, Reporting, Word"
Career Counsellor,Career Guidance Bureau,Faridkot,"Communication, Computer Basics, Hardware Support, Networking, Phone Handling, Reporting, Tally"
Career Counsellor,District Skill Center,Mansa,"Data Entry, Email Support, Field Work, Hardware Support"
Helpdesk Executive,Career Guidance Bureau,Gurdaspur,"Excel, Hardware Support, Networking"
Block Coordinator,Punjab Employment Office,Sangrur,"Computer Basics, Networking, Problem Solving, Reporting"
District Coordinator,Govt of Punjab,Sangrur,"Documentation, Excel, Problem Solving"
Career Counsellor,Rozgar Facilitation Center,Fazilka,"Accounting, Communication, Customer Support, Excel, Time Management"
District Coordinator,Punjab IT Cell,Moga,"Data Entry, Email Support, MS Office, Problem Solving, Time Management"
Data Entry Operator,Punjab IT Cell,Sangrur,"Accounting, Customer Support, Excel"
Apprentice - IT Support,Employment Exchange Punjab,Ludhiana,"Computer Basics, Hindi, Reporting, SQL"
Data Entry Operator,Govt of Punjab,Moga,"Accounting, Documentation, PowerPoint, Punjabi, Reporting, Tally"
MIS Executive,Employment Exchange Punjab,Tarn Taran,"Data Analysis, Data Entry, English, Hardware Support, Hindi, PowerPoint"
Apprentice - IT Support,Punjab IT Cell,Jalandhar,"Excel, Hardware Support, MS Office, Phone Handling, Tally, Teamwork, Time Management"
District Coordinator,Rozgar Facilitation Center,Barnala,"Problem Solving, SQL, Tally, Teamwork"
Junior Clerk,Punjab Employment Office,Jalandhar,"Customer Support, Documentation, English, Hindi, Punjabi, SQL, Teamwork"
Block Coordinator,Youth Empowerment Mission,Hoshiarpur,"Customer Support, Hindi, SQL"
District Coordinator,Youth Empowerment Mission,Jalandhar,"Customer Support, Hindi, Reporting"
Junior Clerk,Career Guidance Bureau,Bathinda,"Accounting, Data Analysis, Hardware Support, MS Office, Phone Handling, SQL, Tally"
Block Coordinator,District Skill Center,Moga,"Accounting, Email Support, Excel, Phone Handling, Teamwork"
Block Coordinator,Rozgar Facilitation Center,Mansa,"Email Support, Networking, PowerPoint, Problem Solving, SQL, Tally"
Career Counsellor,Youth Empowerment Mission,Ludhiana,"Accounting, Communication, Data Analysis, Email Support, English, Field Work, PowerPoint"
Lab Technician,Punjab Employment Office,Ferozepur,"Data Analysis, English, Excel, Field Work, MS Office, Word"
Social Media Assistant,Career Guidance Bureau,Sangrur,"Accounting, Communication, Documentation, Reporting, Tally"
Lab Technician,Career Guidance Bureau,Barnala,"Documentation, Hindi, Networking, Phone Handling, PowerPoint, Tally"
MIS Executive,District Skill Center,Ferozepur,"Accounting, Counselling, Data Entry, Documentation, Networking, Word"
Social Media Assistant,Youth Empowerment Mission,Fazilka,"Communication, Problem Solving, Word"
Lab Technician,Career Guidance Bureau,Sangrur,"Computer Basics, Data Entry, Problem Solving, Teamwork, Time Management"
Computer Operator,Rozgar Facilitation Center,Ferozepur,"Data Entry, Hardware Support, Hindi, Problem Solving, Punjabi, Time Management"
Computer Operator,Punjab Employment Office,Jalandhar,"Excel, Hindi, Problem Solving, Punjabi, Time Management"
Helpdesk Executive,Punjab IT Cell,Ludhiana,"Computer Basics, Data Analysis, Teamwork"
Block Coordinator,Punjab IT Cell,Barnala,"English, Problem Solving, Punjabi, Teamwork"
Apprentice - IT Support,Punjab IT Cell,Mansa,"Data Analysis, Documentation, Reporting, SQL, Teamwork"
District Coordinator,Rozgar Facilitation Center,Jalandhar,"Communication, Data Analysis, Hardware Support, Phone Handling, PowerPoint, Problem Solving, Time Management"
